질병코드,한글명,영문명,카테고리
P91.9,신생아 대뇌상태의 상세불명 장애,"Disturbance of cerebral status of newborn, unspecified",뇌혈관
Q01,대뇌수막류,"Meningocele, cerebral",뇌혈관
Q04.6,선천성 대뇌낭,Congenital cerebral cysts,뇌혈관
Q07,신경섬유종증(비악성)(Q85.0),Neurofibromatosis (nonmalignant)(Q85.0),암
Q20,심장 방실 및 연결의 선천기형,Congenital malformations of cardiac chambers and connections,심장
Q20.8,심장 방실 및 연결의 기타 선천기형,Other congenital malformations of cardiac chambers and connections,심장
Q20.9,심장 방실 및 연결의 상세불명의 선천기형,"Congenital malformation of cardiac chambers and connections, unspecified",심장
Q21,심장중격의 선천기형,Congenital malformations of cardiac septa,심장
Q21,후천성 심장중격결손(I51.0),Acquired cardiac septal defect(I51.0),심장
Q21.8,심장중격의 기타 선천기형,Other congenital malformations of cardiac septa,심장
Q21.9,심장중격의 상세불명의 선천기형,"Congenital malformation of cardiac septum, unspecified",심장
Q21.9,(심장)중격결손 NOS,Septal (heart) defect NOS,심장
Q22.6,형성저하성 우심증후군,Hypoplastic right heart syndrome,심장
Q23.0,형성저하성 좌심증후군의 경우(Q23.4),That in hypoplastic left heart syndrome(Q23.4),심장
Q23.4,형성저하성 좌심증후군,Hypoplastic left heart syndrome,심장
Q24,심장의 기타 선천기형,Other congenital malformations of heart,심장
Q24.1,"심장의 위치는 좌반흉부에 있으면서 심첨은 왼쪽을 가리킨다. 하지만 다른 내장의 전위, 심장결손, 또는 대혈관의 수정전위를 동반한다.","Location of heart in left hemithorax with apex pointing to the left, but with situs inversus of other viscera and defects of the heart, or corrected transposition of great vessels.",심장
Q24.6,선천성 심장차단,Congenital heart block,심장
Q24.8,심장의 기타 명시된 선천기형,Other specified congenital malformations of heart,심장
Q24.8,심장막의 선천기형,Congenital malformation of pericardium,심장
Q24.8,심장의 위치이상,Malposition of heart,심장
Q24.9,심장의 상세불명의 선천기형,"Congenital malformation of heart, unspecified",심장
Q24.9,심장의 선천이상 NOS,Congenital anomaly of heart NOS,심장
Q24.9,심장의 선천질환 NOS,Congenital disease of heart NOS,심장
Q25.4,형성저하성 좌심증후군에서의 대동맥의 형성저하(Q23.4),Hypoplasia of aorta in hypoplastic left heart syndrome(Q23.4),심장
Q27,대뇌 및 뇌전 혈관의 이상(Q28.0-Q28.3),Anomalies of cerebral and precerebral vessels(Q28.0-Q28.3),뇌혈관
Q28,파열된 대뇌동정맥기형(I60.8),Ruptured cerebral arteriovenous malformation(I60.8),뇌혈관
Q28,파열된 뇌전혈관기형(I72.-),Ruptured malformation of precerebral vessels(I72.-),뇌혈관
Q28.0,뇌전혈관의 동정맥기형,Arteriovenous malformation of precerebral vessels,뇌혈관
Q28.0,선천성 동정맥 뇌전동맥류(비파열성),Congenital arteriovenous precerebral aneurysm (nonruptured),뇌혈관
Q28.1,뇌전혈관의 기타 기형,Other malformations of precerebral vessels,뇌혈관
Q28.1,뇌전혈관의 선천기형 NOS,Congenital malformation of precerebral vessels NOS,뇌혈관
Q28.1,선천성 뇌전동맥류(비파열성),Congenital precerebral aneurysm (nonruptured),뇌혈관
Q28.2,대뇌혈관의 동정맥기형,Arteriovenous malformation of cerebral vessels,뇌혈관
Q28.2,선천성 동정맥대뇌동맥류(비파열성),Congenital arteriovenous cerebral aneurysm (nonruptured),뇌혈관
Q28.3,대뇌혈관의 기타 기형,Other malformation of cerebral vessels,뇌혈관
Q28.3,선천성 대뇌동맥류(비파열성),Congenital cerebral aneurysm (nonruptured),뇌혈관
Q28.3,대뇌혈관의 선천기형 NOS,Congenital malformation of cererbral vessels NOS,뇌혈관
Q28.3,대뇌해면기형,Cerebral cavernous malformation,뇌혈관
Q45.3,선천당뇨병(E10.-),Congenital diabetes mellitus(E10.-),당뇨
Q45.3,신생아당뇨병(P70.2),Neonatal diabetes mellitus(P70.2),당뇨
Q82.2,악성 비만세포증(C96.2),Malignant mastocytosis(C96.2),암
Q85.0,신경섬유종증(비악성),Neurofibromatosis (nonmalignant),암
Q85.0,"신경섬유종증(비악성) 1형, 2형","Neurofibromatosis(nonmalignant) type 1, type 2",암
R00,심장박동의 이상,Abnormalities of heart beat,심장
R00.0,빠른 심장박동,Rapid heart beat,심장
R00.1,느린 심장박동,Slow heart beat,심장
R00.2,심장박동의 감지,Awareness of heart beat,심장
R00.3,심장정지 (I46.-),cardiac arrest (I46.-),심장
R00.8,기타 및 상세불명의 심장박동이상,Other and unspecified abnormalities of heart beat,심장
R01,심잡음 및 기타 심음,Cardiac murmurs and other cardiac sounds,심장
R01.0,양성 및 무해성 심잡음,Benign and innocent cardiac murmurs,심장
R01.0,기능성 심잡음,Functional cardiac murmur,심장
R01.1,상세불명의 심잡음,"Cardiac murmur, unspecified",심장
R01.1,심장브루이 NOS,Cardiac bruit NOS,심장
R01.2,기타 심음,Other cardiac sounds,심장
R01.2,증가된 또는 감소된 심장탁음,"Cardiac dullness, increased or decreased",심장
R02,당뇨병(4단위 및 5단위 숫자 .51에 해당되는 E10-E14†)의 괴저,Gangrene in diabetes mellitus,당뇨
R03.0,고혈압의 진단 없이 혈압수치 상승,"Elevated blood-pressure reading, without diagnosis of hypertension",고혈압
R03.0,이 항목은 고혈압 진단을 받은 일이 없는 환자에서 혈압이 높아진 에피소드를 기록하거나 독립된 우연한 소견을 기록하는데 쓰임.,"This category is to be used to record an episode of elevated blood pressure in a patient in whom no formal diagnosis of hypertension has been made, or as an isolated incidental finding.",고혈압
R09.2,심장호흡부전,Cardiorespiratory failure,심장
R12,속쓰림,Heartburn,심장
R40,당뇨병성 혼수(4단위 및 5단위 숫자 .0-에 해당되는 E10-E14†),Diabetic coma,당뇨
R40,저혈당성(비당뇨병성) 혼수(E15),Hypoglycaemic coma (nondiabetic)(E15),당뇨
R50.9,마취에 의한 악성 고체온(T88.3),Malignant hyperthermia due to anaesthesia(T88.3),암
R55,심장성 쇼크(R57.0),Cardiogenic shock(R57.0),심장
R57.0,심장성 쇼크,Cardiogenic shock,심장
R60,뇌(~의) 부종(G93.6),Oedema (of) cerebral(G93.6),뇌혈관
R60,출산손상에 의한 뇌(~의) 부종(P11.0),Oedema (of) cerebral due to birth injury(P11.0),뇌혈관
R64,악성 카켁시아(C80.-),Malignant cachexia(C80.-),암
R68.1,신생아대뇌과민성(P91.3),Neonatal cerebral irritability(P91.3),뇌혈관
R73,당뇨병(E10-E14),Diabetes mellitus(E10-E14),당뇨
R73,"임신, 출산 및 산후기의 당뇨병(O24.-)","Diabetes mellitus in pregnancy, childbirth and the puerperium(O24.-)",당뇨
R73.0,화학적 당뇨병,Chemical diabetes,당뇨
R73.0,잠복당뇨병,Latent diabetes,당뇨
R73.0,전당뇨병,Prediabetes,당뇨
R81,당뇨,Glycosuria,당뇨
R81,신장성 당뇨(E74.8),Renal glycosuria(E74.8),당뇨
R82.0,암죽뇨,Chyluria,암
R82.0,사상충성 암죽뇨(B74.-),Filarial chyluria(B74.-),암
R87,제자리암종(D05-D07.3),carcinoma in situ(D05-D07.3),암
R93.1,심장 및 관상동맥순환의 진단영상검사상 이상소견,Abnormal findings on diagnostic imaging of heart and coronary circulation,심장
R93.1,이상심장음영,Abnormal heart shadow,심장
R94.3,전기생리적 심장내 검사 이상,Abnormal electrophysiological intracardiac studies,심장
R96,급성 심장사라고 기술된 것(I46.1),"Sudden cardiac death, so described(I46.1)",심장
S00,뇌타박상(미만성)(S06.2),Cerebral contusion (diffuse)(S06.2),뇌혈관
S00,초점성 뇌타박상(S06.3),Focal cerebral contusion(S06.3),뇌혈관
S06.1,외상성 뇌부종,Traumatic cerebral oedema,뇌혈관
S06.10,열린 두개내상처가 없는 외상성 뇌부종,"Traumatic cerebral oedema, without open intracranial wound",뇌혈관
S06.11,열린 두개내상처가 있는 외상성 뇌부종,"Traumatic cerebral oedema, with open intracranial wound",뇌혈관
S06.2,대뇌 타박상 NOS,Cerebral Contusion NOS,뇌혈관
S06.2,대뇌 열상 NOS,Cerebral laceration NOS,뇌혈관
S06.20,열린 두개내상처가 없는 대뇌 타박상 NOS,"Cerebral Contusion NOS, without open intracranial wound",뇌혈관
S06.20,열린 두개내상처가 없는 대뇌 열상 NOS,"Cerebral laceration NOS, without open intracranial wound",뇌혈관
S06.21,열린 두개내상처가 있는 대뇌 타박상 NOS,"Cerebral Contusion NOS, with open intracranial wound",뇌혈관
S06.21,열린 두개내상처가 있는 대뇌 열상 NOS,"Cerebral laceration NOS, with open intracranial wound",뇌혈관
S06.3,초점성 대뇌타박상,Focal cerebral contusion,뇌혈관
S06.3,초점성 대뇌열상,Focal cerebral laceration,뇌혈관
S06.3,초점성 외상성 뇌내출혈,Focal traumatic intracerebral Haemorrhage,뇌혈관
S06.30,열린 두개내상처가 없는 초점성 대뇌타박상,"Focal cerebral contusion, without open intracranial wound",뇌혈관
S06.30,열린 두개내상처가 없는 초점성 대뇌열상,"Focal cerebral laceration, without open intracranial wound",뇌혈관
S06.30,열린 두개내상처가 없는 초점성 외상성 뇌내출혈,"Focal traumatic intracerebral Haemorrhage, without open intracranial wound",뇌혈관
S06.31,열린 두개내상처가 있는 초점성 대뇌타박상,"Focal cerebral contusion, with open intracranial wound",뇌혈관
S06.31,열린 두개내상처가 있는 초점성 대뇌열상,"Focal cerebral laceration, with open intracranial wound",뇌혈관
S06.31,열린 두개내상처가 있는 초점성 외상성 뇌내출혈,"Focal traumatic intracerebral Haemorrhage, with open intracranial wound",뇌혈관
S06.8,외상성 소뇌출혈,Traumatic cerebellar haemorrhage,뇌혈관
S06.80,열린 두개내상처가 없는 외상성 소뇌출혈,"Traumatic cerebellar haemorrhage, without open intracranial wound",뇌혈관
S06.81,열린 두개내상처가 있는 외상성 소뇌출혈,"Traumatic cerebellar haemorrhage, with open intracranial wound",뇌혈관
S09.0,대뇌혈관의 손상(S06.-),Injury of cerebral blood vessels(S06.-),뇌혈관
S09.0,뇌전혈관의 손상(S15.-),Injury of precerebral blood vessels(S15.-),뇌혈관
S24.4,심장신경총의 손상,Injury of cardiac plexus,심장
S26,심장의 손상,Injury of heart,심장
S26,심장의 타박상,Contusion of heart,심장
S26,심장의 열상,Laceration of heart,심장
S26,심장의 천자,Puncture of heart,심장
S26,심장의 외상성 파열,Traumatic rupture of heart,심장
S26.0,혈심낭을 동반한 심장손상,Injury of heart with haemopericardium,심장
S26.00,흉강내로의 열린상처가 없는 혈심낭을 동반한 심장손상,Injury of heart with haemopericardium without open wound into thoracic cavity,심장
S26.01,흉강내로의 열린상처가 있는 혈심낭을 동반한 심장손상,Injury of heart with haemopericardium with open wound into thoracic cavity,심장
S26.8,심장의 기타 손상,Other injuries of heart,심장
S26.80,흉강내로의 열린상처가 없는 심장의 기타 손상,Other injuries of heart without open wound into thoracic cavity,심장
S26.81,흉강내로의 열린상처가 있는 심장의 기타 손상,Other injuries of heart with open wound into thoracic cavity,심장
S26.9,심장의 상세불명 손상,"Injury of heart, unspecified",심장
S26.90,흉강내로의 열린상처가 없는 심장의 상세불명 손상,"Injury of heart without open wound into thoracic cavity, unspecified ",심장
S26.91,흉강내로의 열린상처가 있는 심장의 상세불명 손상,"Injury of heart with open wound into thoracic cavity, unspecified",심장
T38.3,인슐린 및 경구저혈당[항당뇨병제] 약물에 의한 중독,Poisoning by insulin and oral hypoglycaemic [antidiabetic] drugs,당뇨
T45.1,항암제 및 면역억제제에 의한 중독,Poisoning by antineoplastic and immunosuppressive drugs,암
T46.0,심장흥분 글리코시드 및 유사작용의 약물에 의한 중독,Poisoning by cardiac-stimulant glycosides and drugs of similar action,심장
T46.5,달리 분류되지 않은 기타 항고혈압제에 의한 중독,"Poisoning by other antihypertensive drugs, nec",고혈압
T67,마취에 의한 악성 고체온(T88.3),Malignant hyperthermia due to anaesthesia(T88.3),암
T67.0,열사병 및 일사병,Heatstroke and sunstroke,뇌혈관
T80-T88,심장수술에 따른 기능적 장애(I97.0-I97.1),Functional disturbances following cardiac surgery(I97.0-I97.1),심장
T81.8,마취에 의한 악성 고체온(T88.3),Malignant hyperthermia due to anaesthesia(T88.3),암
T82,"심장 및 혈관 인공삽입장치, 삽입물 및 이식편의 합병증","Complications of cardiac and vascular prosthetic devices, implants and grafts",심장
T82.0,인공심장판막의 기계적 합병증,Mechanical complication of heart valve prosthesis,심장
T82.0,인공심장판막에 의한 고장(기계적),Breakdown(mechanical) due to heart valve prosthesis,심장
T82.0,인공심장판막에 의한 전위(轉位),Displacement due to heart valve prosthesis,심장
T82.0,인공심장판막에 의한 누출,Leakage due to heart valve prosthesis,심장
T82.0,인공심장판막에 의한 위치이상,Malposition due to heart valve prosthesis,심장
T82.0,인공심장판막에 의한 기계적 폐색,Mechanical obstruction due to heart valve prosthesis,심장
T82.0,인공심장판막에 의한 천공,Perforation due to heart valve prosthesis,심장
T82.0,인공심장판막에 의한 돌출,Protrusion due to heart valve prosthesis,심장
T82.1,심장전자장치의 기계적 합병증,Mechanical complication of cardiac electronic device,심장
T82.5,기타 심장 및 혈관 장치 및 삽입기구의 기계적 합병증,Mechanical complication of other cardiac and vascular devices and implants,심장
T82.5,인공심장에 의한 T82.0에 나열된 병태,Conditions listed in T82.0 due to artificial heart,심장
T82.6,인공심장판막에 의한 감염 및 염증반응,Infection and inflammatory reaction due to cardiac valve prosthesis,심장
T82.7,"기타 심장 및 혈관 장치, 삽입물 및 이식편에 의한 감염 및 염증반응","Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts",심장
T82.8,"심장 및 혈관 인공삽입장치, 삽입물 및 이식편의 기타 명시된 합병증","Other specified complications of cardiac and vascular prosthetic devices, implants and grafts",심장
